Q0#0,"""¡Hola!"""
HELLO#0,"""¡Hola!"""
HELLO_FAV4#0,"""¡Te he estado esperando!"""
HELLO_FAV3#0,"""¡Bienvenido!"""
HELLO_FAV2#0,"""¡Hola!"""
HELLO_FAV1#0,"""Gracias."""
HELLO_FAV0#0,"""Ah....."""
GOODBYE#0,"""¡Hasta la vista!"""
GOODBYE_FAV4#0,"""¿Ya te vas?"""
GOODBYE_FAV3#0,"""¡Cuidate!"""
GOODBYE_FAV2#0,"""¡Hasta la vista!"""
GOODBYE_FAV1#0,"""Bien entonces."""
GOODBYE_FAV0#0,"""Oh......."""
00_01#0,"""Opcion 1"""
00_02#0,"""Opcion 2"""
TALK_ST#0,"""hablar"""
C_ORDER_ST#0,"""Escuchar los detalles"""
