Q0#0,"""""""Que tengas un buen dia"""""""
HELLO#0,"""""""Que tengas un buen dia"""""""
HELLO_FAV4#0,"""""""Finalmente viniste."""""""
HELLO_FAV3#0,"""""""he estado esperando"""""""
HELLO_FAV2#0,"""""""Que tengas un buen dia"""""""
HELLO_FAV1#0,"""""""falla"""""""
HELLO_FAV0#0,"""""""¿Mmm?"""""""
GOODBYE#0,"""""""Adios."""""""
GOODBYE_FAV4#0,"""""""¿Cuando vendras la proxima vez?"""""""
GOODBYE_FAV3#0,"""""""Nos vemos de nuevo"""""""
GOODBYE_FAV2#0,"""""""Adios."""""""
GOODBYE_FAV1#0,"""""""Ah, si"""""""
GOODBYE_FAV0#0,"""""""ah..."""""""
00_01#0,"""""""Opcion 1"""""""
00_02#0,"""""""Opcion 2"""""""
TALK_ST#0,"""""""hablar"""""""
C_ORDER_ST#0,"""""""Escuchar los detalles"""""""
