Q0#0,"""Hola."""
HELLO#0,"""Hola."""
HELLO_FAV4#0,"""he estado esperando por mucho tiempo"""
HELLO_FAV3#0,"""Te estaba esperando."""
HELLO_FAV2#0,"""Hola."""
HELLO_FAV1#0,"""¿Necesitas algo?"""
HELLO_FAV0#0,"""Por favor, digame su negocio."""
GOODBYE#0,"""Hola."""
GOODBYE_FAV4#0,"""¿Ya te vas?"""
GOODBYE_FAV3#0,"""Nos vemos de nuevo"""
GOODBYE_FAV2#0,"""Adios."""
GOODBYE_FAV1#0,"""Bien entonces."""
GOODBYE_FAV0#0,"""Uf..."""
00_01#0,"""Opcion 1"""
00_02#0,"""Opcion 2"""
TALK_ST#0,"""hablar"""
C_ORDER_ST#0,"""Escuchar los detalles"""
