Q0#0,"""Hola."""
HELLO#0,"""Hola."""
HELLO_FAV4#0,"""¡Te estaba esperando, amigo mio!"""
HELLO_FAV3#0,"""Jeje, ¿hay algo que deba hacer?"""
HELLO_FAV2#0,"""Hola."""
HELLO_FAV1#0,"""Hola."""
HELLO_FAV0#0,"""si……?"""
GOODBYE#0,"""Adios."""
GOODBYE_FAV4#0,"""¡Nos vemos, amigo mio!"""
GOODBYE_FAV3#0,"""ven en cualquier momento"""
GOODBYE_FAV2#0,"""Adios."""
GOODBYE_FAV1#0,"""Bien entonces."""
GOODBYE_FAV0#0,"""...Oh querido(a)."""
00_01#0,"""Opcion 1"""
00_02#0,"""Opcion 2"""
TALK_ST#0,"""hablar"""
C_ORDER_ST#0,"""Escuchar los detalles"""
