HELLO#0,"""""""falla"""""""
HELLO_FAV4#0,"""""""falla"""""""
HELLO_FAV3#0,"""""""falla"""""""
HELLO_FAV2#0,"""""""falla"""""""
HELLO_FAV1#0,"""""""falla"""""""
HELLO_FAV0#0,"""""""falla"""""""
Q0#0,"""""""falla"""""""
BYE_BEFORE#0,"""""""¿Podrias esperar un poco mas hasta el evento?"""""""
BYE_NOW#0,"""""""Espero su exito continuo."""""""
BYE_AFTER#0,"""""""Esperamos volver a trabajar con usted la proxima vez."""""""
BYE_EXCHANGE#0,"""""""No olvide comprar premios de estrellas."""""""
BYE_OUTOFEVENT#0,"""""""¿Podrias esperar hasta el proximo evento?"""""""
GIVEWAY_NOW#0,"""""""Las estrellas compraran y aceptaran premios."""""""
GIVEWAY_AFTER#0,"""""""Las estrellas compraran y aceptaran premios."""""""
GIVEWAY_EXCHANGE#0,"""""""Se agregaron ""premios limitados de eventos"" para la competencia Arc Ship. <br>Se aceptan compras por estrellas."""""""
00_01#0,"""""""Opcion 1"""""""
00_02#0,"""""""Opcion 2"""""""
TALK_ST#0,"""""""hablar"""""""
C_ORDER_ST#0,"""""""Escuchar los detalles"""""""
