Q0#0,"""""""Hay gran monto en la Li-Li Roulette<br>Eschuchame!"""""""
HELLO#0,"""""""Hay gran monto en la Li-Li Roulette<br>Eschuchame!"""""""
HELLO_FAV4#0,"""""""Hay gran monto en la Li-Li Roulette<br>Eschuchame!"""""""
HELLO_FAV3#0,"""""""Hay gran monto en la Li-Li Roulette<br>Eschuchame!"""""""
HELLO_FAV2#0,"""""""Hay gran monto en la Li-Li Roulette<br>Eschuchame!"""""""
HELLO_FAV1#0,"""""""Hay gran monto en la Li-Li Roulette<br>Eschuchame!"""""""
HELLO_FAV0#0,"""""""Hay gran monto en la Li-Li Roulette<br>Eschuchame!"""""""
GOODBYE#0,"""""""La buena fortuna llega a la puerta de la risa."""""""
GOODBYE_FAV4#0,"""""""La buena fortuna llega a la puerta de la risa."""""""
GOODBYE_FAV3#0,"""""""La buena fortuna llega a la puerta de la risa."""""""
GOODBYE_FAV2#0,"""""""La buena fortuna llega a la puerta de la risa."""""""
GOODBYE_FAV1#0,"""""""La buena fortuna llega a la puerta de la risa."""""""
GOODBYE_FAV0#0,"""""""La buena fortuna llega a la puerta de la risa."""""""
00_01#0,"""""""Opcion 1"""""""
00_02#0,"""""""Opcion 2"""""""
TALK_ST#0,"""""""hablar"""""""
C_ORDER_ST#0,"""""""Escuchar los detalles"""""""
