Q0#0,"""""""¿Hay algo mal?"""""""
HELLO#0,"""""""¿Hay algo mal?"""""""
HELLO_FAV4#0,"""""""¡Hola!"""""""
HELLO_FAV3#0,"""""""Ey"""""""
HELLO_FAV2#0,"""""""¿Hay algo mal?"""""""
HELLO_FAV1#0,"""""""yo"""""""
HELLO_FAV0#0,"""""""...¿Que?"""""""
GOODBYE#0,"""""""¡Adios!."""""""
GOODBYE_FAV4#0,"""""""Hasta luego"""""""
GOODBYE_FAV3#0,"""""""Te veo luego"""""""
GOODBYE_FAV2#0,"""""""Te veo."""""""
GOODBYE_FAV1#0,"""""""ah"""""""
GOODBYE_FAV0#0,"""""""...Oh cariйo."""""""
00_01#0,"""""""Opcion 1"""""""
00_02#0,"""""""Opcion 2"""""""
TALK_ST#0,"""""""hablar"""""""
C_ORDER_ST#0,"""""""Escuchar los detalles"""""""
