Q0#0,"""""""hola"""""""
HELLO#0,"""""""hola"""""""
HELLO_FAV4#0,"""""""ju ju ju, Hoola."""""""
HELLO_FAV3#0,"""""""Estaba esperando"""""""
HELLO_FAV2#0,"""""""hola"""""""
HELLO_FAV1#0,"""""""hola seйor"""""""
HELLO_FAV0#0,"""""""Ah....."""""""
GOODBYE#0,"""""""Adios"""""""
GOODBYE_FAV4#0,"""""""Por favor ven otra vez"""""""
GOODBYE_FAV3#0,"""""""Nos vemos entonces"""""""
GOODBYE_FAV2#0,"""""""Adios"""""""
GOODBYE_FAV1#0,"""""""Entonces."""""""
GOODBYE_FAV0#0,"""""""Uf..."""""""
00_01#0,"""""""Opcion 1"""""""
00_02#0,"""""""Opcion ２"""""""
TALK_ST#0,"""""""hablar"""""""
C_ORDER_ST#0,"""""""Escuchar los detalles"""""""
