Q0#0,"""¿Te gustaria algo de aqui?"""
HELLO#0,"""¿Te gustaria algo de aqui?"""
HELLO_FAV4#0,"""¿Te gustaria algo de aqui?"""
HELLO_FAV3#0,"""¿Te gustaria algo de aqui?"""
HELLO_FAV2#0,"""¿Te gustaria algo de aqui?"""
HELLO_FAV1#0,"""¿Te gustaria algo de aqui?"""
HELLO_FAV0#0,"""¿Te gustaria algo de aqui?"""
GOODBYE#0,"""Gracias por venir"""
GOODBYE_FAV4#0,"""Gracias por venir"""
GOODBYE_FAV3#0,"""Gracias por venir"""
GOODBYE_FAV2#0,"""Gracias por venir"""
GOODBYE_FAV1#0,"""Gracias por venir"""
GOODBYE_FAV0#0,"""Gracias por venir"""
00_01#0,"""Opcion 1"""
00_02#0,"""Opcion 2"""
TALK_ST#0,"""hablar"""
C_ORDER_ST#0,"""Escuchar los detalles"""
