Q0#0,"""Hola."""
HELLO#0,"""Hola."""
HELLO_FAV4#0,"""el estado esperando"""
HELLO_FAV3#0,"""Hola."""
HELLO_FAV2#0,"""Hola."""
HELLO_FAV1#0,"""¿Hay algo que necesitas?"""
HELLO_FAV0#0,"""Eh..."""
GOODBYE#0,"""Bien entonces."""
GOODBYE_FAV4#0,"""¿Ya vas?"""
GOODBYE_FAV3#0,"""Tal vez la proxima vez"""
GOODBYE_FAV2#0,"""Bien entonces."""
GOODBYE_FAV1#0,"""Adios"""
GOODBYE_FAV0#0,"""...suspiro"""
00_01#0,"""Opcion 1"""
00_02#0,"""Opcion 2"""
TALK_ST#0,"""hablar"""
C_ORDER_ST#0,"""Escuchar los detalles"""
