Q0#0,"""""""Yo. ¡Te ves bien!"""""""
HELLO#0,"""""""Yo. ¡Te ves bien!"""""""
HELLO_FAV4#0,"""""""¡Te he estado esperando!"""""""
HELLO_FAV3#0,"""""""¡Oye, viniste!"""""""
HELLO_FAV2#0,"""""""Yo. ¡Te ves bien!"""""""
HELLO_FAV1#0,"""""""hola"""""""
HELLO_FAV0#0,"""""""Yo..."""""""
GOODBYE#0,"""""""¡Diez cuidados!"""""""
GOODBYE_FAV4#0,"""""""¡Ven cuando quieras, te estare esperando!"""""""
GOODBYE_FAV3#0,"""""""¡Hasta luego!"""""""
GOODBYE_FAV2#0,"""""""¡Diez cuidados!"""""""
GOODBYE_FAV1#0,"""""""Te veo."""""""
GOODBYE_FAV0#0,"""""""Hazlo"""""""
00_01#0,"""""""Opcion 1"""""""
00_02#0,"""""""Opcion 2"""""""
TALK_ST#0,"""""""hablar"""""""
C_ORDER_ST#0,"""""""Escuchar los detalles"""""""
