Q0#0,"""hola"""
HELLO#0,"""hola"""
HELLO_FAV4#0,"""¿De que tipo de historia deberiamos hablar?"""
HELLO_FAV3#0,"""Jeje, he estado esperando"""
HELLO_FAV2#0,"""hola"""
HELLO_FAV1#0,"""hola seйor"""
HELLO_FAV0#0,"""Ah....."""
GOODBYE#0,"""Adios"""
GOODBYE_FAV4#0,"""¡Hablemos de nuevo!"""
GOODBYE_FAV3#0,"""Pues bien, hasta luego."""
GOODBYE_FAV2#0,"""Adios"""
GOODBYE_FAV1#0,"""Entonces."""
GOODBYE_FAV0#0,"""Finalmente."""
00_01#0,"""Opcion 1"""
00_02#0,"""Opcion 2"""
TALK_ST#0,"""hablar"""
C_ORDER_ST#0,"""Escuchar los detalles"""
