Q0#0,"""¡Hola!"""
HELLO#0,"""¡Hola!"""
HELLO_FAV4#0,"""Ah... ¡he estado esperando! \u3000¡Hablemos!"""
HELLO_FAV3#0,"""¿¡Me buscabas!?"""
HELLO_FAV2#0,"""¡Hola!"""
HELLO_FAV1#0,"""hola seйor"""
HELLO_FAV0#0,"""Eh..."""
GOODBYE#0,"""¡Adios!"""
GOODBYE_FAV4#0,"""Ah... ¿ya te vas?"""
GOODBYE_FAV3#0,"""¡Por favor vuelve otra vez!"""
GOODBYE_FAV2#0,"""¡Adios!"""
GOODBYE_FAV1#0,"""Entonces."""
GOODBYE_FAV0#0,"""Uf..."""
00_01#0,"""Opcion 1"""
00_02#0,"""Opcion ２"""
TALK_ST#0,"""hablar"""
C_ORDER_ST#0,"""Escuchar los detalles"""
