Q0#0,"""hola"""
HELLO#0,"""hola"""
HELLO_FAV4#0,"""Vienes a menudo"""
HELLO_FAV3#0,"""he estado esperando"""
HELLO_FAV2#0,"""hola"""
HELLO_FAV1#0,"""¿Eres tu?"""
HELLO_FAV0#0,"""¿Que deseas?"""
GOODBYE#0,"""¡Adios!."""
GOODBYE_FAV4#0,"""Por favor vuelve cuando quieras"""
GOODBYE_FAV3#0,"""Nos vemos pronto"""
GOODBYE_FAV2#0,"""Bien entonces."""
GOODBYE_FAV1#0,"""Fu~"""
GOODBYE_FAV0#0,"""Hazlo"""
00_01#0,"""Opcion 1"""
00_02#0,"""Opcion 2"""
TALK_ST#0,"""hablar"""
C_ORDER_ST#0,"""Escuchar los detalles"""
