Q0#0,"""""""hola"""""""
HELLO#0,"""""""hola"""""""
HELLO_FAV4#0,"""""""Ah... ¡no es demasiado tarde para venir! ?"""""""
HELLO_FAV3#0,"""""""estoy cansado de esperar"""""""
HELLO_FAV2#0,"""""""hola"""""""
HELLO_FAV1#0,"""""""Gracias."""""""
HELLO_FAV0#0,"""""""¿que?"""""""
GOODBYE#0,"""""""Adios."""""""
GOODBYE_FAV4#0,"""""""¿Ya te vas?"""""""
GOODBYE_FAV3#0,"""""""vender otra vez"""""""
GOODBYE_FAV2#0,"""""""Adios."""""""
GOODBYE_FAV1#0,"""""""Adios."""""""
GOODBYE_FAV0#0,"""""""Suspiro..."""""""
00_01#0,"""""""Opcion 1"""""""
00_02#0,"""""""Opcion 2"""""""
TALK_ST#0,"""""""hablar"""""""
C_ORDER_ST#0,"""""""Escuchar los detalles"""""""
