HELLO#0,"""¿Oh?"""
HELLO_FAV4#0,"""¿Oh?"""
HELLO_FAV3#0,"""¿Oh?"""
HELLO_FAV2#0,"""¿Oh?"""
HELLO_FAV1#0,"""¿Oh?"""
HELLO_FAV0#0,"""¿Oh?"""
Q0#0,"""¿Oh?"""
BYE_BEFORE#0,"""Espere un poco hasta el evento."""
BYE_NOW#0,"""Espere el exito de Kikun."""
BYE_AFTER#0,"""Tambien espera la proxima vez para contribuir."""
BYE_EXCHANGE#0,"""No olvides comprar premios de estrellas<br>Ten cuidado."""
BYE_OUTOFEVENT#0,"""Hasta el proximo evento, espere un momento."""
GIVEWAY_NOW#0,"""Deja que las estrellas comprendan premios."""
GIVEWAY_AFTER#0,"""Deja que las estrellas comprendan premios."""
GIVEWAY_EXCHANGE#0,"""Se agregaron 'premios limitados de eventos' para la competencia Arc Ship. <br>Aceptar compras por estrellas."""
00_01#0,"""Opcion 1"""
00_02#0,"""Opcion 2"""
TALK_ST#0,"""hablar"""
C_ORDER_ST#0,"""Escuchar los detalles"""
