HELLO#0,"""""""¡Riri!"""""""
HELLO_FAV4#0,"""""""¡Riri!"""""""
HELLO_FAV3#0,"""""""¡Riri!"""""""
HELLO_FAV2#0,"""""""¡Riri!"""""""
HELLO_FAV1#0,"""""""¡Riri!"""""""
HELLO_FAV0#0,"""""""¡Riri!"""""""
Q0#0,"""""""¡Riri!"""""""
GOODBYE#0,"""""""¡Riri!"""""""
GOODBYE_FAV4#0,"""""""¡Riri!"""""""
GOODBYE_FAV3#0,"""""""¡Riri!"""""""
GOODBYE_FAV2#0,"""""""¡Riri!"""""""
GOODBYE_FAV1#0,"""""""¡Riri!"""""""
GOODBYE_FAV0#0,"""""""¡Riri!"""""""
00_01#0,"""""""Opcion 1"""""""
00_02#0,"""""""Opcion 2"""""""
TALK_ST#0,"""""""hablar"""""""
C_ORDER_ST#0,"""""""Escuchar los detalles"""""""
