Q0#0,"""""""Mmm... ah."""""""
HELLO#0,"""""""Mmm... ah."""""""
HELLO_FAV4#0,"""""""nos volvimos a encontrar"""""""
HELLO_FAV3#0,"""""""ha pasado mucho tiempo"""""""
HELLO_FAV2#0,"""""""Mmm... ah."""""""
HELLO_FAV1#0,"""""""¿Quien eres tu?"""""""
HELLO_FAV0#0,"""""""...¿Quien es?"""""""
GOODBYE#0,"""""""Nos vemos mas tarde."""""""
GOODBYE_FAV4#0,"""""""Asi que de nuevo aqui"""""""
GOODBYE_FAV3#0,"""""""Adios, adios."""""""
GOODBYE_FAV2#0,"""""""Nos vemos mas tarde."""""""
GOODBYE_FAV1#0,"""""""Adios"""""""
GOODBYE_FAV0#0,"""""""......（Llamando a la voz del jugador）?"""""""
00_01#0,"""""""Opcion 1"""""""
00_02#0,"""""""Opcion 2"""""""
TALK_ST#0,"""""""hablar"""""""
C_ORDER_ST#0,"""""""Escuchar los detalles"""""""
