Q0#0,"""Hola."""
HELLO#0,"""Hola."""
HELLO_FAV4#0,"""He estado esperando. Hablemos, habblemos"""
HELLO_FAV3#0,"""Me pregunto si vino a verme."""
HELLO_FAV2#0,"""Hola."""
HELLO_FAV1#0,"""hola"""
HELLO_FAV0#0,"""¿Mmm?"""
GOODBYE#0,"""Adios"""
GOODBYE_FAV4#0,"""Dejame hablar contigo de nuevo"""
GOODBYE_FAV3#0,"""Nos vemos de nuevo"""
GOODBYE_FAV2#0,"""Adios"""
GOODBYE_FAV1#0,"""hola"""
GOODBYE_FAV0#0,"""Hazlo"""
00_01#0,"""Opcion 1"""
00_02#0,"""Opcion 2"""
TALK_ST#0,"""hablar"""
C_ORDER_ST#0,"""Escuchar los detalles"""
