Q0#0,"""""""¡Gracias por venir!"""""""
HELLO#0,"""""""¡Gracias por venir!"""""""
HELLO_FAV4#0,"""""""¡Gracias por venir!"""""""
HELLO_FAV3#0,"""""""¡Gracias por venir!"""""""
HELLO_FAV2#0,"""""""¡Gracias por venir!"""""""
HELLO_FAV1#0,"""""""¡Gracias por venir!"""""""
HELLO_FAV0#0,"""""""¡Gracias por venir!"""""""
TALK_BYE_QUEST#0,"""""""¡Vamos, ganemos...!"""""""
GOODBYE#0,"""""""Bueno entonces"""""""
GOODBYE_FAV4#0,"""""""Bueno entonces"""""""
GOODBYE_FAV3#0,"""""""Bueno entonces"""""""
GOODBYE_FAV2#0,"""""""Bueno entonces"""""""
GOODBYE_FAV1#0,"""""""Bueno entonces"""""""
GOODBYE_FAV0#0,"""""""Bueno entonces"""""""
00_01#0,"""""""Opcion 1"""""""
00_02#0,"""""""Opcion ２"""""""
TALK_ST#0,"""""""hablar"""""""
C_ORDER_ST#0,"""""""Escuchar los detalles"""""""
