Q0#0,"""¡Oye!"""
HELLO#0,"""¡Oye!"""
HELLO_FAV4#0,"""Jeje, he estado esperando."""
HELLO_FAV3#0,"""Jeje, oye!"""
HELLO_FAV2#0,"""¡Oye!"""
HELLO_FAV1#0,"""¿Que deseas?"""
HELLO_FAV0#0,"""...¿Que?"""
GOODBYE#0,"""Cuidate, hermano."""
GOODBYE_FAV4#0,"""¡Vuelve pronto!"""
GOODBYE_FAV3#0,"""¡Ten cuidado!"""
GOODBYE_FAV2#0,"""Cuidate, hermano."""
GOODBYE_FAV1#0,"""ah"""
GOODBYE_FAV0#0,"""...Uf (suspiro de alivio)"""
00_01#0,"""Opcion 1"""
00_02#0,"""Opcion 2"""
TALK_ST#0,"""hablar"""
C_ORDER_ST#0,"""Escuchar los detalles"""
