Q0#0,"""¡Maido!"""
HELLO#0,"""¡Maido!"""
HELLO_FAV4#0,"""Por cierto, ¿viniste a verme?"""
HELLO_FAV3#0,"""Oh, ¿quieres ser un maestro?"""
HELLO_FAV2#0,"""¡Maido!"""
HELLO_FAV1#0,"""hola chicos"""
HELLO_FAV0#0,"""¿Que?"""
GOODBYE#0,"""Por cierto"""
GOODBYE_FAV4#0,"""¡Gracias!"""
GOODBYE_FAV3#0,"""eres un maestro"""
GOODBYE_FAV2#0,"""Por cierto"""
GOODBYE_FAV1#0,"""Adios"""
GOODBYE_FAV0#0,"""...Oh querido(a)."""
00_01#0,"""Opcion 1"""
00_02#0,"""Opcion 2"""
TALK_ST#0,"""hablar"""
C_ORDER_ST#0,"""Escuchar los detalles"""
