Q0#0,"""¿Como estas?"""
HELLO#0,"""¿Como estas?"""
HELLO_FAV4#0,"""¡Nos vemos de nuevo!"""
HELLO_FAV3#0,"""¿Como estas?"""
HELLO_FAV2#0,"""¿Como estas?"""
HELLO_FAV1#0,"""¿Algo que necesitas?"""
HELLO_FAV0#0,"""...¿Cual es tu negocio?"""
GOODBYE#0,"""¡Adios!."""
GOODBYE_FAV4#0,"""Nos vemos pronto"""
GOODBYE_FAV3#0,"""No se exija."""
GOODBYE_FAV2#0,"""¡Adios!."""
GOODBYE_FAV1#0,"""Bien entonces."""
GOODBYE_FAV0#0,"""...Mmm"""
00_01#0,"""Opcion 1"""
00_02#0,"""Opcion 2"""
TALK_ST#0,"""hablar"""
C_ORDER_ST#0,"""Escuchar los detalles"""
