Q0#0,"""""""ha pasado mucho tiempo"""""""
HELLO#0,"""""""ha pasado mucho tiempo"""""""
HELLO_FAV4#0,"""""""¡Estoy feliz de verte de nuevo!"""""""
HELLO_FAV3#0,"""""""¡Gracias por venir!"""""""
HELLO_FAV2#0,"""""""ha pasado mucho tiempo"""""""
HELLO_FAV1#0,"""""""¿Que?"""""""
HELLO_FAV0#0,"""""""¿No?"""""""
GOODBYE#0,"""""""¡Adios!."""""""
GOODBYE_FAV4#0,"""""""¡Estoy ansioso por volver a verlo!"""""""
GOODBYE_FAV3#0,"""""""¡Volvamos a encontrarnos!"""""""
GOODBYE_FAV2#0,"""""""¡Adios!."""""""
GOODBYE_FAV1#0,"""""""Bien entonces."""""""
GOODBYE_FAV0#0,"""""""Oh mi..."""""""
00_01#0,"""""""Opcion 1"""""""
00_02#0,"""""""Opcion 2"""""""
TALK_ST#0,"""""""hablar"""""""
C_ORDER_ST#0,"""""""Escuchar los detalles"""""""
