Q0#0,"""Hola hola"""
HELLO#0,"""Hola hola"""
HELLO_FAV4#0,"""sabia que vendrias"""
HELLO_FAV3#0,"""¿Como estas?"""
HELLO_FAV2#0,"""Hola hola"""
HELLO_FAV1#0,"""si hola"""
HELLO_FAV0#0,"""hola hola"""
GOODBYE#0,"""Tal vez la proxima vez"""
GOODBYE_FAV4#0,"""Nos vemos entonces."""
GOODBYE_FAV3#0,"""Gracias por tu arduo trabajo"""
GOODBYE_FAV2#0,"""Tal vez la proxima vez"""
GOODBYE_FAV1#0,"""¡Ahora bien!"""
GOODBYE_FAV0#0,"""Ah, aqui vamos"""
00_01#0,"""Opcion 1"""
00_02#0,"""Opcion ２"""
TALK_ST#0,"""hablar"""
C_ORDER_ST#0,"""Escuchar los detalles"""
