HELLO#0,"""Haga clic aqui para intercambiar articulos de piroxeno."""
HELLO_FAV4#0,"""Haga clic aqui para intercambiar articulos de piroxeno."""
HELLO_FAV3#0,"""Haga clic aqui para intercambiar articulos de piroxeno."""
HELLO_FAV2#0,"""Haga clic aqui para intercambiar articulos de piroxeno."""
HELLO_FAV1#0,"""Haga clic aqui para intercambiar articulos de piroxeno."""
HELLO_FAV0#0,"""Haga clic aqui para intercambiar articulos de piroxeno."""
Q0#0,"""Haga clic aqui para intercambiar piedras brillantes y objetos de piedras magicas."""
GOODBYE#0,"""¡Voy a estar aqui cuando estes listo!"""
GOODBYE_FAV4#0,"""¡Voy a estar aqui cuando estes listo!"""
GOODBYE_FAV3#0,"""¡Voy a estar aqui cuando estes listo!"""
GOODBYE_FAV2#0,"""¡Voy a estar aqui cuando estes listo!"""
GOODBYE_FAV1#0,"""¡Voy a estar aqui cuando estes listo!"""
GOODBYE_FAV0#0,"""¡Voy a estar aqui cuando estes listo!"""
00_01#0,"""Opcion 1"""
00_02#0,"""Opcion 2"""
TALK_ST#0,"""hablar"""
C_ORDER_ST#0,"""Escuchar los detalles"""
