Q0#0,"""""""yo"""""""
HELLO#0,"""""""yo"""""""
HELLO_FAV4#0,"""""""¡Te ves bien!"""""""
HELLO_FAV3#0,"""""""Oh, justo asi"""""""
HELLO_FAV2#0,"""""""yo"""""""
HELLO_FAV1#0,"""""""ah"""""""
HELLO_FAV0#0,"""""""...¿Que?"""""""
GOODBYE#0,"""""""¡Adios!."""""""
GOODBYE_FAV4#0,"""""""¡Te vere despues!."""""""
GOODBYE_FAV3#0,"""""""Nos vemos."""""""
GOODBYE_FAV2#0,"""""""¡Adios!."""""""
GOODBYE_FAV1#0,"""""""Hasta luego"""""""
GOODBYE_FAV0#0,"""""""ah"""""""
00_01#0,"""""""Opcion 1"""""""
00_02#0,"""""""Opcion 2"""""""
TALK_ST#0,"""""""hablar"""""""
C_ORDER_ST#0,"""""""Escuchar los detalles"""""""
