Q0#0,"""Hola."""
HELLO#0,"""Hola."""
HELLO_FAV4#0,"""Ah, viniste a verme."""
HELLO_FAV3#0,"""el estado esperando"""
HELLO_FAV2#0,"""Hola."""
HELLO_FAV1#0,"""Gracias."""
HELLO_FAV0#0,"""Suspiro..."""
GOODBYE#0,"""Adios."""
GOODBYE_FAV4#0,"""Por favor vuelve otra vez, te estoy esperando."""
GOODBYE_FAV3#0,"""Nos vemos entonces"""
GOODBYE_FAV2#0,"""Adios."""
GOODBYE_FAV1#0,"""Adios"""
GOODBYE_FAV0#0,"""Finalmente."""
00_01#0,"""Opcion 1"""
00_02#0,"""Opcion 2"""
TALK_ST#0,"""hablar"""
C_ORDER_ST#0,"""Escuchar los detalles"""
