Q0#0,"""""""Hola."""""""
HELLO#0,"""""""Hola."""""""
HELLO_FAV4#0,"""""""te he estado esperando"""""""
HELLO_FAV3#0,"""""""Vienes a menudo"""""""
HELLO_FAV2#0,"""""""Hola."""""""
HELLO_FAV1#0,"""""""¿Que pasa?"""""""
HELLO_FAV0#0,"""""""¿Que?"""""""
GOODBYE#0,"""""""Adios."""""""
GOODBYE_FAV4#0,"""""""incluso en cualquier momento"""""""
GOODBYE_FAV3#0,"""""""Pues bien, hasta luego."""""""
GOODBYE_FAV2#0,"""""""Adios."""""""
GOODBYE_FAV1#0,"""""""Nos vemos."""""""
GOODBYE_FAV0#0,"""""""Oh mi..."""""""
00_01#0,"""""""Opcion 1"""""""
00_02#0,"""""""Opcion 2"""""""
TALK_ST#0,"""""""hablar"""""""
C_ORDER_ST#0,"""""""Escuchar los detalles"""""""
