Q0#0,"""""""Hola."""""""
HELLO#0,"""""""Hola."""""""
HELLO_FAV4#0,"""""""Te estaba esperando."""""""
HELLO_FAV3#0,"""""""Ah, hola."""""""
HELLO_FAV2#0,"""""""Hola."""""""
HELLO_FAV1#0,"""""""hola"""""""
HELLO_FAV0#0,"""""""...¿Necesitas algo?"""""""
GOODBYE#0,"""""""Bien entonces."""""""
GOODBYE_FAV4#0,"""""""Ademas, en cualquier momento."""""""
GOODBYE_FAV3#0,"""""""Cuidate."""""""
GOODBYE_FAV2#0,"""""""Bueno, entonces."""""""
GOODBYE_FAV1#0,"""""""Adios"""""""
GOODBYE_FAV0#0,"""""""...Adios."""""""
00_01#0,"""""""Opcion 1"""""""
00_02#0,"""""""Opcion 2"""""""
TALK_ST#0,"""""""hablar"""""""
C_ORDER_ST#0,"""""""Escuchar los detalles"""""""
