IncidentJsApcBegin#0,"""/ci2 2 ¡Parece que las cosas estan difíciles!, No te preocupes, ¡Estoy aquí! """
IncidentJsApcSuccess#0,"""/ci2 1 Eso fue difícil, pero todo está bien, ¡Esto termino muy bien!"""
IncidentJsApcFailure#0,"""¿Qué diablos pasó? Eso fue duro... ¿Cómo voy a vivir así?"""
IncidentJsApcBeginEvo#0,"""Comienza el desarrollo de la lucha conjunta de APC (provisional)"""
IncidentJsApcSuccessEvo#0,"""/ci2 1 Eso fue difícil, pero todo está bien, ¡Esto termino muy bien!"""
IncidentJsApcBegin#1,"""/ci2 1 ¡Ah, justo a tiempo! Parece que hay muchos de ellos, ¿Podrías ayudarme?"""
IncidentJsApcSuccess#1,"""/ci2 3 Vaya, de alguna manera lo logramos... Muchas gracias, realmente me salvaste. ¡Hasta luego!"""
IncidentJsApcFailure#1,"""Ugh... No puedo soportar esto... Lo siento, pero parece que voy a retirame primero."""
IncidentJsApcBeginEvo#1,"""/ci3 1 Woah... Algo peligroso parece estar cerca... ¡Avancemos con cuidado!"""
IncidentJsApcSuccessEvo#1,"""/ci2 3 Vaya, de alguna manera lo logramos... Muchas gracias, realmente me salvaste. ¡Hasta luego!"""
IncidentJsApcBegin#2,"""/toge /ci2 2 ¡Ah, amigo! \u3000¡Un buen lugar! <br>Hay una cantidad increible de enemigos.<br>¡Por favor, ayudanos!"""
IncidentJsApcSuccess#2,"""/ci2 1 Uf, logre terminarlo. <br>Gracias amigo. Gracias a ti,<br>lo logre."""
IncidentJsApcFailure#2,"""Esto es más de lo que puedo hacer. Tengo que retirarme. Lo siento, compañero..."""
IncidentJsApcBeginEvo#2,"""/toge /ci3 2 ¿Que es esto? <br>¡Una enorme reaccion hostil! ? <br>¡Amigo, ten cuidado!"""
IncidentJsApcSuccessEvo#2,"""/ci2 1 Uf, logre terminarlo. <br>Gracias amigo. Gracias a ti,<br>lo logre."""
IncidentJsApcBegin#3,"""/mn6 /ci2 2 Lo-lo siento! Hay muchos enemigos por aquí. ¿Me puedes dar una mano?"""
IncidentJsApcSuccess#3,"""/mn15 /ci2 1 Yahoo! Lo hicimos, ¿Eh? ¡Muchas gracias!, ¡Me ayudaste mucho!"""
IncidentJsApcFailure#3,"""/mn7 Lo siento... Es imposible continuar la batalla. Dejame retirarme. ¡Por favor perdoname!"""
IncidentJsApcBeginEvo#3,"""/mn2 /ci2 2 ¡Wuuuaaa!, ¡Que reacción tan grande! Un enemigo va a salir!"""
IncidentJsApcSuccessEvo#3,"""/mn15 /ci2 1 Yahoo! Lo hicimos, ¿Eh? ¡Muchas gracias!, ¡Me ayudaste mucho!"""
IncidentJsApcBegin#4,"""/ci4 5 Ah, ¿Es usted? Me pregunto, si tienes tiempo si no te importa el inconveniente... ¿Podrias darme una mano?"""
IncidentJsApcSuccess#4,"""/ci2 1 Muy bien, se acábo. Recogi excelentes datos, así que gracias."""
