Q0#0,"""Esto.. ¿Que pasa?"""
HELLO#0,"""Esto.. ¿Que pasa?"""
HELLO_FAV4#0,"""...nos volvimos a encontrar"""
HELLO_FAV3#0,"""...Hola."""
HELLO_FAV2#0,"""Esto.. ¿Que pasa?"""
HELLO_FAV1#0,"""...¿Necesitas algo?"""
HELLO_FAV0#0,"""……"""
GOODBYE#0,"""...Adios."""
GOODBYE_FAV4#0,"""……Tal vez la proxima vez"""
GOODBYE_FAV3#0,"""...Adios entonces."""
GOODBYE_FAV2#0,"""...Adios."""
GOODBYE_FAV1#0,"""...Adios."""
GOODBYE_FAV0#0,"""……"""
00_01#0,"""Opción 1"""
00_02#0,"""Opción 2"""
TALK_ST#0,"""hablar"""
C_ORDER_ST#0,"""Escuchar los detalles"""
