EnemyWeak#0,"""Ni siquiera es un corte de prueba..."""
EnemyLarge#0,"""Parece un poco fuerte..."""
EnemyBoss#0,"""Estoy emocionado......"""
EnemyRare#0,"""変なのがいる……<br>斬っていい？"""
EnemyBoost#0,"""あれは強い……<br>私も……戦いたい……"""
DestroyEnemy1#0,"""quiero cortar mas..."""
DestroyEnemy2#0,"""Se acabo..."""
DestroyEnemy3#0,"""No puedo perder en un lugar como este..."""
CondFreeze#0,"""Esta congelado..."""
CondBurn#0,"""caliente……"""
CondShock#0,"""Esta crujiendo... es..."""
CondPoison#0,"""Puede que sea doloroso..."""
CondPanic#0,"""La espada... se balancea..."""
CondStan#0,"""Ah... no puedo moverme..."""
CondMirage#0,"""Hay muchos lideres"""
Die#0,"""Mar maldita... inconsciente..."""
ThankHeal#0,"""gracias……"""
ThankBuff#0,"""¿Se ha vuelto mas agudo?"""
ThankCure#0,"""Gracias..."""
DefeatEnemy#0,"""Parece que lo corte todo"""
LevelUp#0,"""Ser fuerte es algo bueno..."""
InvokeSkill1#0,"""¡Ja!"""
InvokeSkill2#0,"""Cortelo... ¡tirelo a la basura!"""
InvokeSkill3#0,"""Siguiente...barra"""
PBFull#0,"""¡Se esta perfeccionando...!"""
PBRelease#0,"""Este es mi poder..."""
Avoid#0,"""yo di por vencido"""
HealSelf#0,"""Tratamiento..."""
BuffSelf#0,"""¡Estafador!"""
HealOther#0,"""te curare..."""
BuffOther#0,"""Aun por venir..."""
QuestStart1#0,"""hare lo mejor que pueda"""
QuestEnd1#0,"""終わり。<br>私を、上手く使えた？"""
IncidentStart#0,"""戦況が変わった……<br>切り抜けられる？"""
IncidentSuccess#0,"""Como se esperaba"""
IncidentFailure#0,"""Usame mejor..."""
PSE#0,"""Parece PSE"""
PSELevelUp#0,"""Mas PSE..."""
PSEBurst#0,"""バーストした。<br>すごい……"""
HP30#0,"""Puede que sea una lucha..."""
HP10#0,"""Voy un mameluco..."""
ItemRare#0,"""¿Eso es... equipo fuerte?"""
DamageSmall#0,"""¡Puaj!"""
DamageMiddle#0,"""No..."""
DamageLarge#0,"""¡Ah...!"""
Trap#0,"""Atrap..."""
ThankTrapRescue#0,"""gracias"""
TrapRescueOther#0,"""外した。<br>これで、動ける？"""
MemberDamaged#0,"""¿Ningun duelo?"""
MemberDead#0,"""No lo permitire..."""
AbilityExe#0,"""武器と使い手……<br>心ひとつに……！"""
AbilitySpecial#0,"""これが……<br>あなたの振るう、私の力！"""
Resurrect#0,"""Esta vez lo hare bien..."""
PartyJoin#0,"""/ci2 1 seguir"""
Marvelous#0,"""Oh..."""
IncidentJsApcBegin#0,"""/ci2 1 来た……<br>指示を出して。私を使って"""
IncidentJsApcFailure#0,"""だめだった……<br>次はもっと、ちゃんとお願い"""
IncidentJsApcSuccess#0,"""/ci2 1 いい戦いだった……<br>私、満足"""
IncidentJsApcBeginEvo#0,"""/ci2 2 戦闘続行……<br>采配に……期待……"""
EnemyWeak#1,"""te pateare"""
EnemyLarge#1,"""¡Tendre que tener cuidado!"""
EnemyBoss#1,"""相手に不足なし。<br>我が正義を貫くのみだ！"""
EnemyRare#1,"""...Es un enemigo que no veo."""
EnemyBoost#1,"""¡Es un enemigo peligroso! \u3000¡Ten cuidado!"""
DestroyEnemy1#1,"""¿Es este el alcance?"""
DestroyEnemy2#1,"""este es el lugar"""
DestroyEnemy3#1,"""esta es la paga del pecado"""
CondFreeze#1,"""しまった！<br>凍って動けん……！"""
CondBurn#1,"""¡Maldita sea, hay fuego...!"""
CondShock#1,"""痺れる……！<br>俺の雷が負けるとは……！"""
CondPoison#1,"""毒か……<br>こんなもの、気合いでなんとか……"""
CondPanic#1,"""き……気にするな、大丈夫だ。<br>ところで右はどっちだ？"""
CondStan#1,"""くっ……<br>止められたか……"""
CondMirage#1,"""幻か……？<br>狙いが定まらん……"""
Die#1,"""El poder no me alcanzo..."""
ThankHeal#1,"""¡Lo siento, fui salvo!"""
ThankBuff#1,"""¡Lleno de poder!"""
ThankCure#1,"""¡Ahora estas a salvo!"""
DefeatEnemy#1,"""Parece que has eliminado al enemigo."""
LevelUp#1,"""Parece que volvio a levantar el brazo."""
InvokeSkill1#1,"""¡Mar maldita!"""
InvokeSkill2#1,"""¡Rompelo!"""
InvokeSkill3#1,"""¡Poder de juicio!"""
PBFull#1,"""¡Estoy lleno de poder!"""
PBRelease#1,"""¡Luz, reunete conmigo!"""
Avoid#1,"""eso es dulce"""
HealSelf#1,"""¡Luz curativa!"""
BuffSelf#1,"""¡El poder del rayo!"""
HealOther#1,"""¡Ayuda ahora!"""
BuffOther#1,"""¡Te apoyo!"""
QuestStart1#1,"""我が剣を稲妻と為し<br>悪しき者を討ち滅ぼさん！"""
QuestEnd1#1,"""任務完了。<br>俺たちの戦いは、また一歩前進した"""
IncidentStart#1,"""想定外の出来事も、任務には付きものか。<br>臨機応変に対応しよう"""
IncidentSuccess#1,"""上々の成果だな。<br>よし、任務に戻ろう"""
IncidentFailure#1,"""失敗か……<br>仕方ない、ここからの戦いで挽回しよう"""
PSE#1,"""¿PSE?"""
PSELevelUp#1,"""Las cosas van bien. ¿Puedes estallar asi?"""
PSEBurst#1,"""ＰＳＥバーストだ！<br>一気に行くぞ！"""
HP30#1,"""Es bastante duro..."""
HP10#1,"""¡No puedo darme el lujo de perder...!"""
ItemRare#1,"""Parece que tienes un buen botin."""
DamageSmall#1,"""¡Mar maldita!"""
DamageMiddle#1,"""¡Mar maldita!"""
DamageLarge#1,"""¡Argh!"""
Trap#1,"""不覚……！<br>こんなものに捕まるとは！"""
ThankTrapRescue#1,"""感謝する。<br>まったく、俺としたことが……"""
TrapRescueOther#1,"""ケガは無いか？<br>……よし、先を急ぐぞ"""
MemberDamaged#1,"""大丈夫か！？<br>危ない状態なら下がってくれ！"""
MemberDead#1,"""劣勢か……<br>俺が、踏みとどまらねば！"""
AbilityExe#1,"""¡Este trueno es mi voluntad...!"""
AbilitySpecial#1,"""¡Ahora es el momento de la condena!"""
Resurrect#1,"""¡No puedo darme el lujo de perder...!"""
PartyJoin#1,"""/ci2 1 Espada Rayo, recomendado"""
Marvelous#1,"""¡Buen movimiento!"""
IncidentJsApcBegin#1,"""/ci2 1 Lo siento, ¡necesito refuerzos!"""
IncidentJsApcFailure#1,"""厳しいか……！<br>離脱するぞ！"""
IncidentJsApcSuccess#1,"""/ci2 1 助かったよ。<br>この先も気をつけてくれ。<br>武運を！"""
IncidentJsApcBeginEvo#1,"""/ci2 2 敵の増援か？<br>仕方ない、薙ぎ払うぞ！"""
EnemyWeak#2,"""Vaya, que momento tan dificil para Zako."""
EnemyLarge#2,"""うわ、こいつの相手すんの？<br>ダルいな……"""
EnemyBoss#2,"""うげーっ……<br>やべえぞ、こいつ……<br>後ろで見てていいか？\u3000ダメ？"""
EnemyRare#2,"""レアなやつ発見……<br>潰しとくか？"""
EnemyBoost#2,"""あれって普通より強いやつじゃん……<br>アンラッキーすぎんだろ……"""
DestroyEnemy1#2,"""Ke!"""
DestroyEnemy2#2,"""soy debil"""
DestroyEnemy3#2,"""Puaj..."""
CondFreeze#2,"""ひいっ！<br>寒っ！\u3000冷たっ！"""
CondBurn#2,"""うおっ！？\u3000燃えてるぞ！<br>消してくれ！"""
CondShock#2,"""Abyaba baba baba..."""
CondPoison#2,"""毒にやられちまった。<br>クソみてぇな気分だ……"""
CondPanic#2,"""あー……<br>気持ちいいような<br>気持ち悪いような……"""
CondStan#2,"""Mi cuerpo...no se mueve..."""
CondMirage#2,"""なんか七色のリリーパ族が<br>空を飛んでるぞ？"""
Die#2,"""Mierda... soy como..."""
ThankHeal#2,"""Ah, gracias..."""
ThankBuff#2,"""余計なお世話だ！<br>だが……ありがとよ……"""
ThankCure#2,"""Oh, estoy agradecido..."""
DefeatEnemy#2,"""もうこの辺、エネミーいないし……<br>帰っても……いいだろ？"""
LevelUp#2,"""Asi es. ¿Quieres que te felicite?"""
InvokeSkill1#2,"""Que opinas..."""
InvokeSkill2#2,"""¡Dejame escapar!"""
InvokeSkill3#2,"""¡Ahi esta! \u3000¡Ahi!"""
PBFull#2,"""Aclaremos esto..."""
PBRelease#2,"""Ah, Darry... solo hazlo."""
Avoid#2,"""Abune!"""
HealSelf#2,"""Pense que iba a morir..."""
BuffSelf#2,"""liebre..."""
HealOther#2,"""チッ……<br>しょうがねぇな……"""
BuffOther#2,"""Estar agradecido"""
QuestStart1#2,"""No lo terminare rapido..."""
QuestEnd1#2,"""やっと終わりかよ……<br>早く帰ろうぜ"""
IncidentStart#2,"""El problema ha aumentado..."""
IncidentSuccess#2,"""Mmmm... ¿te fue bien?"""
IncidentFailure#2,"""Es una perdida de tiempo..."""
PSE#2,"""PSE oye..."""
PSELevelUp#2,"""ＰＳＥレベルアップな。<br>まあ……あんまり期待しないでおくよ"""
PSEBurst#2,"""ＰＳＥバースト？<br>マジかよ……<br>今のうちに稼ごうぜ"""
HP30#2,"""¡Ay no, oye!"""
HP10#2,"""Oye... ayudame rapido..."""
ItemRare#2,"""なんでお前だけ……<br>日頃の行いってやつかよ？"""
DamageSmall#2,"""¡Daa!"""
DamageMiddle#2,"""¡Gyaa!"""
DamageLarge#2,"""mar maldita……!"""
Trap#2,"""あぁ！？\u3000なんだこれ……<br>罠かよ、クソッ……"""
ThankTrapRescue#2,"""ひとりでも出られたっての……<br>でも、ま……た……助かったよ……"""
TrapRescueOther#2,"""ふん……見捨ててもよかったんだぜ。<br>感謝しとけよ……"""
MemberDamaged#2,"""おい……<br>もっとしっかりしろよ……"""
MemberDead#2,"""クソ！<br>この状況でどうしろってんだよ……"""
AbilityExe#2,"""フヒ……フヒヒヒヒ！<br>なんか妙に気分がいいぜ……"""
AbilitySpecial#2,"""俺に勝てるとでも思ったのかよ？<br>残念だったなぁ！！"""
Resurrect#2,"""見てろよ……<br>１００倍にしてやり返してやる！"""
PartyJoin#2,"""/ci2 1 ¿Esta bien para mi...?"""
Marvelous#2,"""Lo estas haciendo bien, de verdad..."""
IncidentJsApcBegin#2,"""/ci2 1 ……おい、ちょっと手ぇ貸せ。<br>俺、今ヤベェんだよ！<br>見殺しにすんなって！"""
IncidentJsApcFailure#2,"""ま……逃げる余裕くらいはできたか。<br>ずらかるぞ……"""
IncidentJsApcSuccess#2,"""/ci2 1 うぐっ……わ、わかったよ。<br>ちゃんと言うよ。<br>……あ、あ、ああありがとな"""
IncidentJsApcBeginEvo#2,"""/ci2 2 やめてくれよ……<br>まだ来るのかよ……"""
EnemyWeak#3,"""あまり強くないエネミーのようです。<br>消し炭にします"""
EnemyLarge#3,"""大型のエネミーですね。<br>ですがご安心を。<br>迅速に吹き飛ばします"""
EnemyBoss#3,"""強敵です！\u3000ご指示を！<br>辺り一面を焼け野原にしようと<br>この私が仕留めてご覧に入れます！"""
EnemyRare#3,"""珍しいエネミーです。<br>ひとまず粉々に爆破しましょうか"""
EnemyBoost#3,"""強化されたエネミーでしょうか？<br>ご命令とあらば、焼き払います"""
DestroyEnemy1#3,"""lo derrote"""
DestroyEnemy2#3,"""Fue una estrategia perfecta."""
DestroyEnemy3#3,"""Es un logro orgulloso"""
CondFreeze#3,"""凍ってしまいました……<br>こんな氷、大砲さえ撃てれば……！"""
CondBurn#3,"""なんだか熱いです。<br>大砲のオーバーヒートでしょうか？"""
CondShock#3,"""Me senti entumecido y entumecido."""
CondPoison#3,"""Parece que fue envenenado..."""
CondPanic#3,"""目が回っておりますので<br>ひとまず適当に発射いたします"""
CondStan#3,"""動けない！<br>作戦行動に支障が……！"""
CondMirage#3,"""狙いが定まりませんので<br>ひとまず適当に発射いたします"""
Die#3,"""lo siento mucho……"""
ThankHeal#3,"""¡Ahora todavia puedes luchar!"""
ThankBuff#3,"""Gracias por tu apoyo"""
ThankCure#3,"""コンディション回復。<br>これなら作戦行動には問題ありません"""
DefeatEnemy#3,"""掃討完了。<br>もはや周囲に敵は存在しません"""
LevelUp#3,"""¡Felicidades!"""
InvokeSkill1#3,"""lo liebre volar"""
InvokeSkill2#3,"""cortando el cesped"""
InvokeSkill3#3,"""¡Mas potencia de fuego!"""
PBFull#3,"""El proximo golpe lo destruira todo."""
PBRelease#3,"""Llenado de energia...liberacion"""
Avoid#3,"""¡Transferir!"""
HealSelf#3,"""Este nivel de daйo no es un problema."""
BuffSelf#3,"""esta es la siguiente estrategia"""
HealOther#3,"""Primeros auxilios completados."""
BuffOther#3,"""Te apoyaremos"""
QuestStart1#3,"""戦いのご命令を。<br>全ての標的を破壊します"""
QuestEnd1#3,"""任務完了。<br>今日もまた、全ての命令を<br>完璧に遂行できました"""
IncidentStart#3,"""緊急事態発生ですね。<br>ですが私の火力があれば<br>心配には及びません"""
IncidentSuccess#3,"""問題無く対処できました。<br>これも的確な指揮と<br>私の火力あってこそでしょう"""
IncidentFailure#3,"""申し訳ありません……<br>火力が足りなかったようです……"""
PSE#3,"""Confirmar la aparicion de PSE"""
PSELevelUp#3,"""ＰＳＥがレベルアップしたようです。<br>この調子でバーストを狙いましょう"""
PSEBurst#3,"""ＰＳＥバーストです！<br>今こそ全力で攻勢をかけましょう！"""
HP30#3,"""Todavia puedo luchar..."""
HP10#3,"""くっ……<br>任務なかばにして倒れるわけには……"""
ItemRare#3,"""ふむふむ……それがあれば<br>さらに火力が上昇するのですか？"""
DamageSmall#3,"""mar maldito"""
DamageMiddle#3,"""¡Tanto...!"""
DamageLarge#3,"""¡Guau!"""
Trap#3,"""申し訳ありません！<br>敵の卑劣な罠に捕らえられました"""
ThankTrapRescue#3,"""¡Gracias por el rescate!"""
TrapRescueOther#3,"""ご無事でしょうか？<br>気をつけて行きましょう"""
MemberDamaged#3,"""¡Medico, medico!"""
MemberDead#3,"""くっ……<br>私の大砲にもっと火力があれば<br>こんな事には……！"""
AbilityExe#3,"""今なら、どんな敵であろうとも<br>木っ端微塵にできる気がします"""
AbilitySpecial#3,"""３、２、１……<br>ファイヤーッ！！"""
Resurrect#3,"""volvere a la primera linea"""
PartyJoin#3,"""/ci2 1 はっ。<br>シューティングドライブ、参ります"""
Marvelous#3,"""es un gran resultado"""
IncidentJsApcBegin#3,"""/ci2 1 奇遇ですね。<br>私も作戦行動中です。<br>よろしければ共闘いたしませんか？"""
IncidentJsApcFailure#3,"""撤退を進言いたします。<br>私が敵を食い止めている間に<br>お逃げください！"""
IncidentJsApcSuccess#3,"""/ci2 1 さすがです！<br>私ひとりでは<br>この戦果は無かったでしょう"""
IncidentJsApcBeginEvo#3,"""/ci2 2 敵勢力、増大！<br>さぁ！\u3000次のご指示を"""
EnemyWeak#4,"""¿Un enemigo...?"""
EnemyLarge#4,"""¡Bueno!"""
EnemyBoss#4,"""ちょっと、怖いの……<br>くっついてて、いい？"""
EnemyRare#4,"""es una energia extraйa"""
EnemyBoost#4,"""¿Un enemigo fuerte...?"""
DestroyEnemy1#4,"""lo venci"""
DestroyEnemy2#4,"""No me molestes..."""
DestroyEnemy3#4,"""Usa mi energia"""
CondFreeze#4,"""Hace frio..."""
CondBurn#4,"""Esta ardiendo..."""
CondShock#4,"""Me senti entumecido..."""
CondPoison#4,"""No me gusta el veneno..."""
CondPanic#4,"""Siento que me estoy perdiendo..."""
CondStan#4,"""¿Energia...se acaba...?"""
CondMirage#4,"""遠くが近くで……<br>近くが遠く……"""
Die#4,"""Lo siento... pero..."""
ThankHeal#4,"""Muchas gracias"""
ThankBuff#4,"""Mi fuerza viene..."""
ThankCure#4,"""¡Me siento mejor!"""
