Q0#0,"""¿Es para mi?"""
HELLO#0,"""¿Es para mi?"""
HELLO_FAV4#0,"""Te estaba esperando."""
HELLO_FAV3#0,"""Hola."""
HELLO_FAV2#0,"""¿Es para mi?"""
HELLO_FAV1#0,"""¿En que te puedo ser util?"""
HELLO_FAV0#0,"""¿Que?"""
GOODBYE#0,"""Bien entonces."""
GOODBYE_FAV4#0,"""gracias de nuevo"""
GOODBYE_FAV3#0,"""Adios."""
GOODBYE_FAV2#0,"""Bien entonces."""
GOODBYE_FAV1#0,"""Bueno, entonces."""
GOODBYE_FAV0#0,"""Fu~"""
00_01#0,"""Opción 1"""
00_02#0,"""Opción 2"""
TALK_ST#0,"""hablar"""
C_ORDER_ST#0,"""Escuchar los detalles"""
