Q0#0,"""Hola."""
HELLO#0,"""Hola."""
HELLO_FAV4#0,"""Jeje, no podia esperar."""
HELLO_FAV3#0,"""Te estaba esperando."""
HELLO_FAV2#0,"""Hola."""
HELLO_FAV1#0,"""¿Para que es?"""
HELLO_FAV0#0,"""Gracias."""
GOODBYE#0,"""buen humor"""
GOODBYE_FAV4#0,"""¿Ya te vas?"""
GOODBYE_FAV3#0,"""Nos vemos de nuevo"""
GOODBYE_FAV2#0,"""buen humor"""
GOODBYE_FAV1#0,"""Bien entonces."""
GOODBYE_FAV0#0,"""Bien entonces."""
00_01#0,"""Opción 1"""
00_02#0,"""Opción 2"""
TALK_ST#0,"""hablar"""
C_ORDER_ST#0,"""Escuchar los detalles"""
