Q0#0,"""...¿Que?"""
HELLO#0,"""...¿Que?"""
HELLO_FAV4#0,"""¿Eres tu?"""
HELLO_FAV3#0,"""...¿Que deseas?"""
HELLO_FAV2#0,"""...¿Que?"""
HELLO_FAV1#0,"""...es molesto"""
HELLO_FAV0#0,"""...¿Quieres Morir?..."""
GOODBYE#0,"""Desaparecer"""
GOODBYE_FAV4#0,"""...Hmph"""
GOODBYE_FAV3#0,"""Irse"""
GOODBYE_FAV2#0,"""Desaparecer"""
GOODBYE_FAV1#0,"""es un obstaculo"""
GOODBYE_FAV0#0,"""pierdelo rapidamente"""
00_01#0,"""Opción 1"""
00_02#0,"""Opción 2"""
TALK_ST#0,"""hablar"""
C_ORDER_ST#0,"""Escuchar los detalles"""
